"","ID","Time","DV","Treatment","Model"
"273",3,90,927.3,0,0
"274",4,0,361.8,0,0
"275",4,1,421.7,0,0
"276",4,2,364.2,0,0
"277",4,3,391,0,0
"278",4,4,388.5,0,0
"279",4,5,388.8,0,0
"280",4,6,403.3,0,0
"281",4,7,406.3,0,0
"282",4,8,412.5,0,0
"283",4,9,400.3,0,0
"284",4,10,424.1,0,0
"285",4,11,380.5,0,0
"286",4,12,408.6,0,0
"287",4,13,411.7,0,0
"288",4,14,434.4,0,0
"289",4,15,426.3,0,0
"290",4,16,414.8,0,0
"291",4,17,418.9,0,0
"292",4,18,452.7,0,0
"293",4,19,458.5,0,0
"294",4,20,428.6,0,0
"295",4,21,447,0,0
"296",4,22,448.2,0,0
"297",4,23,448,0,0
"298",4,24,439.9,0,0
"299",4,25,412.9,0,0
"300",4,26,463.1,0,0
"301",4,27,444.5,0,0
"302",4,28,443.5,0,0
"303",4,29,490.1,0,0
"304",4,30,428.9,0,0
"305",4,31,490.3,0,0
"306",4,32,478.5,0,0
"307",4,33,472.2,0,0
"308",4,34,492.3,0,0
"309",4,35,467,0,0
"310",4,36,491.3,0,0
"311",4,37,471.9,0,0
"312",4,38,503.7,0,0
"313",4,39,495.8,0,0
"314",4,40,478,0,0
"315",4,41,499.9,0,0
"316",4,42,499.8,0,0
"317",4,43,543.1,0,0
"318",4,44,531.1,0,0
"319",4,45,547.3,0,0
"320",4,46,517.1,0,0
"321",4,47,519.4,0,0
"322",4,48,520.3,0,0
"323",4,49,556.8,0,0
"324",4,50,502.1,0,0
"325",4,51,561.7,0,0
"326",4,52,522.4,0,0
"327",4,53,573.6,0,0
"328",4,54,502.6,0,0
"329",4,55,537.1,0,0
"330",4,56,572.9,0,0
"331",4,57,586.6,0,0
"332",4,58,585.5,0,0
"333",4,59,590.4,0,0
"334",4,60,586.2,0,0
"335",4,61,560.5,0,0
"336",4,62,563.3,0,0
"337",4,63,572.3,0,0
"338",4,64,573.7,0,0
"339",4,65,576.8,0,0
"340",4,66,597.5,0,0
"341",4,67,549.5,0,0
"342",4,68,585.2,0,0
"343",4,69,589.3,0,0
"344",4,70,606.2,0,0
"345",4,71,631.4,0,0
"346",4,72,576.6,0,0
"347",4,73,567.9,0,0
"348",4,74,604.1,0,0
"349",4,75,581.9,0,0
"350",4,76,610.7,0,0
"351",4,77,634.3,0,0
"352",4,78,642.6,0,0
"353",4,79,664.5,0,0
"354",4,80,607.4,0,0
"355",4,81,642.4,0,0
"356",4,82,680.4,0,0
"357",4,83,673.7,0,0
"358",4,84,701.1,0,0
"359",4,85,701.6,0,0
"360",4,86,678.7,0,0
"361",4,87,654,0,0
"362",4,88,647.8,0,0
"363",4,89,613.7,0,0
"364",4,90,674.4,0,0
"365",5,0,439.7,0,0
"366",5,1,454.5,0,0
"367",5,2,455.1,0,0
"368",5,3,475.5,0,0
"369",5,4,469,0,0
"370",5,5,442.7,0,0
"371",5,6,469.1,0,0
"372",5,7,528.3,0,0
"373",5,8,456.9,0,0
"374",5,9,453,0,0
"375",5,10,472,0,0
"376",5,11,481.1,0,0
"377",5,12,474,0,0
"378",5,13,502.7,0,0
"379",5,14,492.4,0,0
"380",5,15,499.7,0,0
"381",5,16,516.9,0,0
"382",5,17,514.5,0,0
"383",5,18,501.8,0,0
"384",5,19,520.7,0,0
"385",5,20,574.7,0,0
"386",5,21,501.9,0,0
"387",5,22,501,0,0
"388",5,23,533.4,0,0
"389",5,24,513.4,0,0
"390",5,25,506,0,0
"391",5,26,547.9,0,0
"392",5,27,514.6,0,0
"393",5,28,558.1,0,0
"394",5,29,540.9,0,0
"395",5,30,557.7,0,0
"396",5,31,578.6,0,0
"397",5,32,581.3,0,0
"398",5,33,559.3,0,0
"399",5,34,546.8,0,0
"400",5,35,543.9,0,0
"401",5,36,536,0,0
"402",5,37,566.5,0,0
"403",5,38,582.3,0,0
"404",5,39,639.8,0,0
"405",5,40,610.5,0,0
"406",5,41,626.4,0,0
"407",5,42,619.8,0,0
"408",5,43,668.5,0,0
"409",5,44,637.6,0,0
"410",5,45,634,0,0
"411",5,46,647.3,0,0
"412",5,47,644.6,0,0
"413",5,48,665.6,0,0
"414",5,49,694,0,0
"415",5,50,619.8,0,0
"416",5,51,682.8,0,0
"417",5,52,635.8,0,0
"418",5,53,700.7,0,0
"419",5,54,695,0,0
"420",5,55,699.9,0,0
"421",5,56,610.2,0,0
"422",5,57,657.4,0,0
"423",5,58,676.6,0,0
"424",5,59,708.1,0,0
"425",5,60,659.1,0,0
"426",5,61,747.8,0,0
"427",5,62,743.5,0,0
"428",5,63,764.7,0,0
"429",5,64,837.6,0,0
"430",5,65,774.7,0,0
"431",5,66,761.9,0,0
"432",5,67,721,0,0
"433",5,68,706.5,0,0
"434",5,69,670.4,0,0
"435",5,70,781.5,0,0
"436",5,71,855.2,0,0
"437",5,72,748.2,0,0
"438",5,73,810.2,0,0
"439",5,74,738.7,0,0
"440",5,75,841.4,0,0
"441",5,76,851.2,0,0
"442",5,77,807.9,0,0
"443",5,78,803.5,0,0
"444",5,79,824.5,0,0
"445",5,80,811.2,0,0
"446",5,81,838.3,0,0
"447",5,82,845.8,0,0
"448",5,83,822.1,0,0
"449",5,84,888.5,0,0
"450",5,85,810.3,0,0
"451",5,86,839.7,0,0
"452",5,87,859.8,0,0
"453",5,88,885,0,0
"454",5,89,897,0,0
"455",5,90,927.2,0,0
"456",6,0,472.3,0,0
"457",6,1,468.4,0,0
"458",6,2,466.8,0,0
"459",6,3,422.8,0,0
"460",6,4,452.5,0,0
"461",6,5,476.9,0,0
"462",6,6,494.4,0,0
"463",6,7,449.5,0,0
"464",6,8,494.4,0,0
"465",6,9,512.3,0,0
"466",6,10,479.9,0,0
"467",6,11,456.9,0,0
"468",6,12,519.2,0,0
"469",6,13,512.5,0,0
"470",6,14,521.7,0,0
"471",6,15,542.4,0,0
"472",6,16,522.9,0,0
"473",6,17,504.1,0,0
"474",6,18,530.8,0,0
"475",6,19,528.8,0,0
"476",6,20,517.8,0,0
"477",6,21,521.4,0,0
"478",6,22,529,0,0
"479",6,23,561.6,0,0
"480",6,24,533.7,0,0
"481",6,25,530.8,0,0
"482",6,26,543.9,0,0
"483",6,27,598.1,0,0
"484",6,28,579.1,0,0
"485",6,29,608,0,0
"486",6,30,639.3,0,0
"487",6,31,594.9,0,0
"488",6,32,535.2,0,0
"489",6,33,587.2,0,0
"490",6,34,621.3,0,0
"491",6,35,616,0,0
"492",6,36,566.9,0,0
"493",6,37,634.4,0,0
"494",6,38,626.4,0,0
"495",6,39,626,0,0
"496",6,40,617.2,0,0
"497",6,41,619,0,0
"498",6,42,598.3,0,0
"499",6,43,644.6,0,0
"500",6,44,644.2,0,0
"501",6,45,625.9,0,0
"502",6,46,570.3,0,0
"503",6,47,617.5,0,0
"504",6,48,657.7,0,0
"505",6,49,683.7,0,0
"506",6,50,667.7,0,0
"507",6,51,693.3,0,0
"508",6,52,719.6,0,0
"509",6,53,732.9,0,0
"510",6,54,709.8,0,0
"511",6,55,705.9,0,0
"512",6,56,703,0,0
"513",6,57,725,0,0
"514",6,58,739.4,0,0
"515",6,59,680.6,0,0
"516",6,60,695.3,0,0
"517",6,61,706.7,0,0
"518",6,62,784.7,0,0
"519",6,63,729,0,0
"520",6,64,776.9,0,0
"521",6,65,767.5,0,0
"522",6,66,781.7,0,0
"523",6,67,724.9,0,0
"524",6,68,773.8,0,0
"525",6,69,843.9,0,0
"526",6,70,792.7,0,0
"527",6,71,853.4,0,0
"528",6,72,777,0,0
"529",6,73,835.6,0,0
"530",6,74,818.8,0,0
"531",6,75,811,0,0
"532",6,76,869.7,0,0
"533",6,77,837.2,0,0
"534",6,78,869.1,0,0
"535",6,79,826.3,0,0
"536",6,80,897.3,0,0
"537",6,81,835.2,0,0
"538",6,82,894.9,0,0
"539",6,83,976.2,0,0
"540",6,84,873.4,0,0
"541",6,85,918,0,0
"542",6,86,876.3,0,0
"543",6,87,863.5,0,0
"544",6,88,886.3,0,0
"545",6,89,933.8,0,0
"546",6,90,937.2,0,0
"547",7,0,643.3,0,1
"548",7,1,631.5,0,1
"549",7,2,642.5,0,1
"550",7,3,725.3,0,1
"551",7,4,647.2,0,1
"552",7,5,621.4,0,1
"553",7,6,682.3,0,1
"554",7,7,756.4,0,1
"555",7,8,691,0,1
"556",7,9,681.9,0,1
"557",7,10,730.6,0,1
"558",7,11,691.1,0,1
"559",7,12,644.1,0,1
"560",7,13,707.8,0,1
"561",7,14,726,0,1
"562",7,15,704,0,1
"563",7,16,712.7,0,1
"564",7,17,726.4,0,1
"565",7,18,794.1,0,1
"566",7,19,713.9,0,1
"567",7,20,765.6,0,1
"568",7,21,741.2,0,1
"569",7,22,827,0,1
"570",7,23,762.1,0,1
"571",7,24,767.6,0,1
"572",7,25,746.4,0,1
"573",7,26,777.9,0,1
"574",7,27,823.6,0,1
"575",7,28,782.9,0,1
"576",7,29,800.2,0,1
"577",7,30,788.2,0,1
"578",7,31,807.8,0,1
"579",7,32,761.6,0,1
"580",7,33,840.6,0,1
"581",7,34,842,0,1
"582",7,35,915.2,0,1
"583",7,36,844.6,0,1
"584",7,37,832.3,0,1
"585",7,38,835.8,0,1
"586",7,39,858.7,0,1
"587",7,40,868.6,0,1
"588",7,41,821.8,0,1
"589",7,42,848.3,0,1
"590",7,43,835.5,0,1
"591",7,44,884.5,0,1
"592",7,45,875.1,0,1
"593",7,46,986.3,0,1
"594",7,47,953.1,0,1
"595",7,48,887.1,0,1
"596",7,49,871.5,0,1
"597",7,50,1001.5,0,1
"598",7,51,1029.6,0,1
"599",7,52,978.5,0,1
"600",7,53,982.1,0,1
"601",7,54,881.7,0,1
"602",7,55,950.5,0,1
"603",7,56,1016.7,0,1
"604",7,57,933.5,0,1
"605",7,58,1026.9,0,1
"606",7,59,1022.6,0,1
"607",7,60,1021.3,0,1
"608",7,61,1059.3,0,1
"609",7,62,1011,0,1
"610",7,63,1050.4,0,1
"611",7,64,989.3,0,1
"612",7,65,1022.8,0,1
"613",7,66,1040.1,0,1
"614",7,67,1107.5,0,1
"615",7,68,983,0,1
"616",7,69,1032.7,0,1
"617",7,70,1029.9,0,1
"618",7,71,1105.5,0,1
"619",7,72,1067.8,0,1
"620",7,73,1093.5,0,1
"621",7,74,1120.5,0,1
"622",7,75,1113.5,0,1
"623",7,76,1174.2,0,1
"624",7,77,1136.5,0,1
"625",7,78,1168.5,0,1
"626",7,79,1187.1,0,1
"627",7,80,1188.4,0,1
"628",7,81,1196.1,0,1
"629",7,82,1169.9,0,1
"630",7,83,1153.6,0,1
"631",7,84,1204.3,0,1
"632",7,85,1207.9,0,1
"633",7,86,1190.1,0,1
"634",7,87,1216.2,0,1
"635",7,88,1334.3,0,1
"636",7,89,1298.9,0,1
"637",7,90,1314.6,0,1
"638",8,0,573.9,0,0
"639",8,1,541.2,0,0
"640",8,2,592.3,0,0
"641",8,3,595.8,0,0
"642",8,4,584.3,0,0
"643",8,5,567.9,0,0
"644",8,6,590,0,0
"645",8,7,612.6,0,0
"646",8,8,664.7,0,0
"647",8,9,640.5,0,0
"648",8,10,611.6,0,0
"649",8,11,561.5,0,0
"650",8,12,605,0,0
"651",8,13,664.9,0,0
"652",8,14,569.5,0,0
"653",8,15,627.4,0,0
"654",8,16,632.5,0,0
"655",8,17,645.4,0,0
"656",8,18,664.3,0,0
"657",8,19,611.6,0,0
"658",8,20,605.6,0,0
"659",8,21,610.1,0,0
"660",8,22,617.4,0,0
"661",8,23,632.8,0,0
"662",8,24,709.1,0,0
"663",8,25,667.5,0,0
"664",8,26,680.8,0,0
"665",8,27,680.9,0,0
"666",8,28,708.7,0,0
"667",8,29,678.2,0,0
"668",8,30,714,0,0
"669",8,31,728.1,0,0
"670",8,32,766.4,0,0
"671",8,33,757.8,0,0
"672",8,34,736.5,0,0
"673",8,35,780.1,0,0
"674",8,36,750.3,0,0
"675",8,37,743.1,0,0
"676",8,38,770.4,0,0
"677",8,39,758.9,0,0
"678",8,40,802,0,0
"679",8,41,744.3,0,0
"680",8,42,835.2,0,0
"681",8,43,778.3,0,0
"682",8,44,847.3,0,0
"683",8,45,788.9,0,0
"684",8,46,809.2,0,0
"685",8,47,780,0,0
"686",8,48,864.9,0,0
"687",8,49,824.8,0,0
"688",8,50,860.1,0,0
"689",8,51,862.2,0,0
"690",8,52,857.8,0,0
"691",8,53,879.8,0,0
"692",8,54,873.5,0,0
"693",8,55,909.3,0,0
"694",8,56,977.6,0,0
"695",8,57,850.5,0,0
"696",8,58,929.2,0,0
"697",8,59,909.8,0,0
"698",8,60,969.8,0,0
"699",8,61,972.4,0,0
"700",8,62,938.5,0,0
"701",8,63,934.4,0,0
"702",8,64,965.5,0,0
"703",8,65,1033.9,0,0
"704",8,66,886,0,0
"705",8,67,929.1,0,0
"706",8,68,1088.9,0,0
"707",8,69,962.3,0,0
"708",8,70,1039.9,0,0
"709",8,71,915.9,0,0
"710",8,72,1041.7,0,0
"711",8,73,1096.8,0,0
"712",8,74,919,0,0
"713",8,75,1071.7,0,0
"714",8,76,1101.3,0,0
"715",8,77,1062.9,0,0
"716",8,78,1001.3,0,0
"717",8,79,1212.2,0,0
"718",8,80,1061,0,0
"719",8,81,1158,0,0
"720",8,82,1055.4,0,0
"721",8,83,1183.5,0,0
"722",8,84,1113.1,0,0
"723",8,85,1205.3,0,0
"724",8,86,1156.5,0,0
"725",8,87,1129.2,0,0
"726",8,88,1103.6,0,0
"727",8,89,1209.3,0,0
"728",8,90,1166.3,0,0
"729",9,0,626.5,0,1
"730",9,1,585.9,0,1
"731",9,2,621.9,0,1
"732",9,3,665.7,0,1
"733",9,4,612.7,0,1
"734",9,5,605.7,0,1
"735",9,6,623.7,0,1
"736",9,7,657.7,0,1
"737",9,8,687.4,0,1
"738",9,9,683.5,0,1
"739",9,10,620.3,0,1
"740",9,11,649.9,0,1
"741",9,12,618.3,0,1
"742",9,13,669.9,0,1
"743",9,14,657.9,0,1
"744",9,15,725.8,0,1
"745",9,16,656.1,0,1
"746",9,17,680.7,0,1
"747",9,18,681,0,1
"748",9,19,755,0,1
"749",9,20,732.3,0,1
"750",9,21,668,0,1
"751",9,22,740.5,0,1
"752",9,23,714.9,0,1
"753",9,24,743.9,0,1
"754",9,25,728.3,0,1
"755",9,26,742.8,0,1
"756",9,27,768.9,0,1
"757",9,28,787.3,0,1
"758",9,29,734.1,0,1
"759",9,30,731.2,0,1
"760",9,31,781.2,0,1
"761",9,32,767.9,0,1
"762",9,33,782.8,0,1
"763",9,34,778.3,0,1
"764",9,35,695.9,0,1
"765",9,36,796.6,0,1
"766",9,37,809,0,1
"767",9,38,778.5,0,1
"768",9,39,801.4,0,1
"769",9,40,860.8,0,1
"770",9,41,867.5,0,1
"771",9,42,823.4,0,1
"772",9,43,801.2,0,1
"773",9,44,846.7,0,1
"774",9,45,896.9,0,1
"775",9,46,869.3,0,1
"776",9,47,918.2,0,1
"777",9,48,850,0,1
"778",9,49,804.8,0,1
"779",9,50,855,0,1
"780",9,51,862.1,0,1
"781",9,52,921.8,0,1
"782",9,53,923.2,0,1
"783",9,54,966.5,0,1
"784",9,55,890.2,0,1
"785",9,56,866.8,0,1
"786",9,57,1023.6,0,1
"787",9,58,1001.2,0,1
"788",9,59,926.8,0,1
"789",9,60,1071.2,0,1
"790",9,61,986.6,0,1
"791",9,62,1014.2,0,1
"792",9,63,948.8,0,1
"793",9,64,931,0,1
"794",9,65,945.7,0,1
"795",9,66,915.4,0,1
"796",9,67,1033.3,0,1
"797",9,68,902.2,0,1
"798",9,69,1006,0,1
"799",9,70,943.3,0,1
"800",9,71,947.6,0,1
"801",9,72,1031.7,0,1
"802",9,73,1062.3,0,1
"803",9,74,1032.6,0,1
"804",9,75,1008.7,0,1
"805",9,76,1055.2,0,1
"806",9,77,1079.8,0,1
"807",9,78,1049.1,0,1
"808",9,79,1101.8,0,1
"809",9,80,1039.8,0,1
"810",9,81,1001,0,1
"811",9,82,1172.3,0,1
"812",9,83,1156.7,0,1
"813",9,84,1044.1,0,1
"814",9,85,1167.7,0,1
"815",9,86,1156.1,0,1
"816",9,87,1166,0,1
"817",9,88,1189.7,0,1
"818",9,89,1120.8,0,1
"819",9,90,1201.2,0,1
"820",10,0,468.7,0,0
"821",10,1,437.4,0,0
"822",10,2,475.1,0,0
"823",10,3,443.6,0,0
"824",10,4,490.5,0,0
"825",10,5,466.7,0,0
"826",10,6,514.6,0,0
"827",10,7,477.9,0,0
"828",10,8,488.2,0,0
"829",10,9,489.1,0,0
"830",10,10,449.6,0,0
"831",10,11,477.9,0,0
"832",10,12,526.6,0,0
"833",10,13,508.8,0,0
"834",10,14,499.9,0,0
"835",10,15,509,0,0
"836",10,16,506.6,0,0
"837",10,17,504.8,0,0
"838",10,18,503.3,0,0
"839",10,19,528.9,0,0
"840",10,20,511.5,0,0
"841",10,21,510.5,0,0
"842",10,22,534.1,0,0
"843",10,23,548.5,0,0
"844",10,24,546.4,0,0
"845",10,25,511.2,0,0
"846",10,26,565.3,0,0
"847",10,27,546.9,0,0
"848",10,28,547.2,0,0
"849",10,29,552.1,0,0
"850",10,30,536.8,0,0
"851",10,31,539.4,0,0
"852",10,32,575.1,0,0
"853",10,33,562,0,0
"854",10,34,592,0,0
"855",10,35,585.1,0,0
"856",10,36,552.4,0,0
"857",10,37,603.9,0,0
"858",10,38,612.6,0,0
"859",10,39,631.6,0,0
"860",10,40,613.4,0,0
"861",10,41,693.8,0,0
"862",10,42,562.2,0,0
"863",10,43,634.4,0,0
"864",10,44,639.8,0,0
"865",10,45,597.6,0,0
"866",10,46,598.3,0,0
"867",10,47,607.2,0,0
"868",10,48,602.1,0,0
"869",10,49,642.7,0,0
"870",10,50,625.1,0,0
"871",10,51,603.1,0,0
"872",10,52,661,0,0
"873",10,53,646.5,0,0
"874",10,54,709,0,0
"875",10,55,617.5,0,0
"876",10,56,641.1,0,0
"877",10,57,644.8,0,0
"878",10,58,654,0,0
"879",10,59,714.9,0,0
"880",10,60,656,0,0
"881",10,61,667.9,0,0
"882",10,62,697.5,0,0
"883",10,63,727.3,0,0
"884",10,64,732.7,0,0
"885",10,65,625,0,0
"886",10,66,756,0,0
"887",10,67,715.9,0,0
"888",10,68,753.5,0,0
"889",10,69,710.3,0,0
"890",10,70,746.9,0,0
"891",10,71,678.1,0,0
"892",10,72,761.2,0,0
"893",10,73,788.6,0,0
"894",10,74,812.7,0,0
"895",10,75,777.5,0,0
"896",10,76,793.2,0,0
"897",10,77,748.3,0,0
"898",10,78,742.8,0,0
"899",10,79,796.4,0,0
"900",10,80,847.2,0,0
"901",10,81,798.9,0,0
"902",10,82,754.7,0,0
"903",10,83,763.8,0,0
"904",10,84,777.7,0,0
"905",10,85,788.8,0,0
"906",10,86,825.9,0,0
"907",10,87,793.7,0,0
"908",10,88,809.9,0,0
"909",10,89,829.9,0,0
"910",10,90,876.4,0,0
"911",11,0,470.6,0,1
"912",11,1,516,0,1
"913",11,2,477,0,1
"914",11,3,512.6,0,1
"915",11,4,520.4,0,1
"916",11,5,488.7,0,1
"917",11,6,497,0,1
"918",11,7,509.4,0,1
"919",11,8,519.3,0,1
"920",11,9,507.1,0,1
"921",11,10,513.2,0,1
"922",11,11,558.9,0,1
"923",11,12,537.5,0,1
"924",11,13,556.1,0,1
"925",11,14,500.7,0,1
"926",11,15,541.1,0,1
"927",11,16,525.7,0,1
"928",11,17,544.6,0,1
"929",11,18,566.8,0,1
"930",11,19,568,0,1
"931",11,20,607.3,0,1
"932",11,21,570.6,0,1
"933",11,22,580.5,0,1
"934",11,23,533.5,0,1
"935",11,24,602.1,0,1
